Region,Country,Station,Latitude,Longitude,"Ts,avg","Ts,amplitude,1","Ts,amplitude,2",PL1,PL2
5,USA,Adak NAS    ,51.88,-176.65,5.4,4.4,-1.1,41,61
5,USA,Ambler     ,67.1,-157.85,-0.5,8.5,-1.2,25,-4
5,USA,Anaktuvuk Pass    ,68.13,-151.73,-3.4,9.8,-2.5,36,-20
5,USA,Anchorage-Elmendorf AFB    ,61.25,-149.8,5.6,9.3,-2.9,19,18
5,USA,Anchorage-Lake Hood Seaplane Base  ,61.18,-149.97,5.7,9.3,-2.3,23,12
5,USA,Anchorage-Merrill Field    ,61.22,-149.85,5.4,9.7,-3.1,26,15
5,USA,Anchorage Intl AP   ,61.18,-150,4.7,10.8,-2.3,24,25
5,USA,Aniak AP    ,61.58,-159.53,2.3,7.3,-2.8,29,25
5,USA,Annette Island AP   ,55.05,-131.57,8.9,5.8,-0.7,27,44
5,USA,Anvik     ,62.65,-160.18,2.4,8.3,-1.7,31,36
5,USA,Barrow-W Post-W Rogers AP  ,71.32,-156.62,-8,12.3,-1.1,44,-16
5,USA,Bethel AP    ,60.78,-161.83,1.9,8.1,-1.3,36,26
5,USA,Bettles Field    ,66.92,-151.52,-0.5,11.1,-2,22,-5
5,USA,Big Delta-Allen AAF   ,64,-145.72,3.7,12.3,-3.1,23,10
5,USA,Big River Lake   ,60.82,-152.3,5.1,9.9,-3.4,25,18
5,USA,Birchwood     ,61.42,-149.52,5.5,9.7,-2.5,19,15
5,USA,Chulitna     ,62.88,-149.83,2.9,7,-2.5,29,18
5,USA,Cold Bay AP   ,55.2,-162.72,5.1,5.4,-1,38,37
5,USA,Cordova     ,60.5,-145.5,5.1,7.8,-1.1,18,34
5,USA,Deadhorse     ,70.2,-148.48,-5.1,12.2,-4.4,47,-20
5,USA,Dillingham AWOS    ,59.05,-158.52,3.5,7,-3,26,30
5,USA,Eielson AFB    ,64.65,-147.1,2.1,9.6,-2.3,28,18
5,USA,Emmonak     ,62.78,-164.5,1.7,7.3,-1.3,38,43
5,USA,Fairbanks Intl AP   ,64.82,-147.85,2.4,11.6,-1.8,26,19
5,USA,Fort Yukon    ,66.57,-145.27,-0.7,11.1,-2.4,23,-8
5,USA,Gambell     ,63.78,-171.75,-0.5,5.1,-0.7,48,5
5,USA,Gulkana     ,62.15,-145.45,1.5,9.3,-0.4,28,22
5,USA,Gustavus     ,58.42,-135.7,5.9,7.5,0,20,13
5,USA,Hayes River    ,61.98,-152.08,4.2,8.5,-3.2,28,24
5,USA,Healy River AP   ,63.88,-149.02,3.1,8.1,-2.4,28,18
5,USA,Homer AP    ,59.65,-151.48,4.7,8.3,-1.6,34,30
5,USA,Hoonah     ,58.08,-135.45,6,8.5,-0.9,21,13
5,USA,Hooper Bay    ,61.52,-166.15,1.1,5.9,0.1,46,7
5,USA,Huslia     ,65.7,-156.38,0.6,8.7,-0.6,24,11
5,USA,Iliamna AP    ,59.75,-154.92,4.7,7.8,-2.4,24,27
5,USA,Juneau Intl AP   ,58.35,-134.58,6.3,8.8,-0.5,23,-4
5,USA,Kake Seaplane Base   ,56.97,-133.95,7.2,7.7,-0.9,22,32
5,USA,Kenai Muni AP   ,60.58,-151.23,5.3,8.7,-2.4,20,22
5,USA,Ketchikan Intl AP   ,55.37,-131.72,7.4,8.2,-0.5,29,10
5,USA,King Salmon AP   ,58.68,-156.65,3,8.1,-2,36,36
5,USA,Kodiak AP    ,57.75,-152.5,6.9,6.4,-1.5,24,48
5,USA,Kotzebue-Ralph Wein Mem AP  ,66.88,-162.6,-1.7,9,-2,44,8
5,USA,McGrath AP    ,62.95,-155.6,0.9,10.3,-1.3,28,18
5,USA,Mekoryuk 702185    ,60.37,-166.27,1.5,5,1.7,46,-35
5,USA,Middleton Island    ,59.47,-146.32,7,5.6,-1.8,37,48
5,USA,Minchumina 702460    ,63.88,-152.28,2.3,11.1,-1.3,20,29
5,USA,Nenana Muni AP   ,64.55,-149.1,1.9,8.5,-2.7,24,13
5,USA,Nome Muni AP   ,64.52,-165.45,0.2,7.1,-1.8,40,11
5,USA,Northway AP    ,62.97,-141.93,-0.9,11,-1.6,23,-2
5,USA,Palmer Muni AP   ,61.6,-149.08,6.2,8.6,-1.9,20,17
5,USA,Petersburg     ,56.8,-132.95,6.3,8,-0.5,21,14
5,USA,Point Hope AWOS   ,68.35,-166.8,-2.6,7.3,-2.6,56,-13
5,USA,Port Heiden    ,56.95,-158.62,3.9,6.2,-1.6,43,36
5,USA,Saint Marys AWOS   ,62.07,-163.3,1.9,6.1,-1.2,45,19
5,USA,Sand Point    ,55.32,-160.52,5.3,5.9,-1.8,30,44
5,USA,Savoonga     ,63.68,-170.5,-0.3,5.3,-1,46,-7
5,USA,Selawik     ,66.6,-160,-0.9,8.4,-1.5,33,-9
5,USA,Seward     ,60.12,-149.45,5.2,8,-1.6,24,27
5,USA,Shemya AFB    ,52.72,174.12,3.7,4.9,0.7,47,-37
5,USA,Shishmaref AWOS    ,66.27,-166.05,-1.5,7.3,-1.7,48,-13
5,USA,Sitka-Japonski Island AP   ,57.05,-135.37,7.3,7.6,-0.2,30,21
5,USA,Skagway AP    ,59.47,-135.3,7.1,9.8,-1.1,14,-1
5,USA,Sleetmute     ,61.72,-157.15,3.2,9.5,-0.8,17,17
5,USA,Soldotna     ,60.47,-151.03,4.3,8.6,-2.8,23,26
5,USA,St Paul Island AP  ,57.17,-170.22,2.9,5.4,-1.5,55,45
5,USA,Talkeetna State AP   ,62.32,-150.1,3.5,9.8,-1.8,28,32
5,USA,Tanana-Ralph Calhoun AP   ,65.17,-152.1,0.4,8.6,-1.2,28,11
5,USA,Togiak Village AWOS   ,59.05,-160.4,3.6,7.1,-2.8,35,32
5,USA,Unalakleet Field    ,63.88,-160.8,1.3,6.8,-0.2,34,8
5,USA,Unalaska-Dutch Harbor Field   ,53.9,-166.55,5.6,5.2,-1.3,44,25
5,USA,Valdez-Pioneer Field    ,61.13,-146.27,5.5,8,-1.7,21,22
5,USA,Valdez     ,61.13,-146.35,4.9,8.2,-1.4,26,20
5,USA,Whittier     ,60.77,-148.68,4.9,8.1,-1.8,24,23
5,USA,Wrangell     ,56.48,-132.37,7.1,8.1,-0.1,26,3
5,USA,Yakutat State AP   ,59.52,-139.63,5.2,7.9,-1,30,22
5,USA,Anniston Metro AP   ,33.58,-85.85,17.9,8.8,0.9,16,3
5,USA,Auburn-Opelika AP    ,32.62,-85.43,17.7,8.8,0.9,24,21
5,USA,Birmingham Muni AP   ,33.57,-86.75,18.1,9.8,0.9,19,-3
5,USA,Dothan Muni AP   ,31.23,-85.43,20,9.3,1.3,20,11
5,USA,Fort Rucker-Cairns Field   ,31.27,-85.72,18.8,9.1,0.7,19,5
5,USA,Gadsen Muni AWOS   ,33.97,-86.08,17.2,9.5,1.2,20,-11
5,USA,Huntsville Intl AP-Jones Field  ,34.65,-86.78,16.8,10.6,0.8,19,11
5,USA,Maxwell AFB    ,32.38,-86.35,19,10.2,0.7,19,9
5,USA,Mobile-Downtown AP    ,30.63,-88.07,20.4,8.2,0.7,22,-21
5,USA,Mobile-Rgnl AP    ,30.68,-88.25,20.2,8.3,0.7,21,2
5,USA,Montgomery-Dannelly Field    ,32.3,-86.4,19.1,9.3,1,17,-11
5,USA,Muscle Shoals Rgnl AP  ,34.75,-87.6,17.8,9.5,1,24,26
5,USA,Troy Air Field   ,31.87,-86.02,19.3,9.1,1.5,21,-8
5,USA,Tuscaloosa Muni AP   ,33.22,-87.62,18.4,9.8,1.4,21,1
5,USA,Batesville AWOS    ,35.73,-91.65,16.7,10.9,0.2,23,3
5,USA,Bentonville AWOS    ,36.35,-94.22,15.3,11.5,-1.8,22,53
5,USA,El Dorado-Goodwin Field   ,33.22,-92.82,19,11,1.5,19,-8
5,USA,Fayetteville-Drake Field    ,36,-94.17,16.7,11.1,1.8,24,-20
5,USA,Flippin AWOS    ,36.3,-92.47,16.6,11.1,0.9,25,3
5,USA,Fort Smith Rgnl AP  ,35.33,-94.37,16.9,12.1,1.1,23,9
5,USA,Harrison AP    ,36.27,-93.15,16.1,11,0.9,27,-6
5,USA,Hot Springs Mem AP  ,34.47,-93.1,17.7,11,0.3,25,8
5,USA,Jonesboro Muni AP   ,35.83,-90.65,16.1,12.7,2.1,22,7
5,USA,Little Rock-Adams Field   ,34.75,-92.23,17.7,11.2,1.1,22,0
5,USA,Little Rock AFB   ,34.92,-92.15,17.3,11.1,0,20,5
5,USA,Pine Bluff AP   ,34.17,-91.93,18.1,12.3,2,21,-14
5,USA,Rogers AWOS    ,36.37,-94.1,15.7,11.8,-0.7,27,38
5,USA,Siloam Spring AWOS   ,36.18,-94.48,16.2,11,-1,22,42
5,USA,Springdale Muni AP   ,36.18,-94.12,15.9,11.3,1.4,21,-13
5,USA,Stuttgart AWOS    ,34.6,-91.57,18.4,10.5,0.8,25,7
5,USA,Texarkana-Webb Field    ,33.45,-94,19.4,10.3,1.3,23,0
5,USA,Walnut Ridge AWOS   ,36.13,-90.92,16.5,11.4,0.9,21,-2
5,USA,Casa Grande AWOS   ,32.95,-111.77,24.4,11.6,1.3,16,-32
5,USA,Davis-Monthan AFB    ,32.17,-110.88,23.7,9.7,0.1,14,8
5,USA,Douglas-Bisbee Douglas Intl AP  ,31.47,-109.6,20.4,9.8,1.2,11,7
5,USA,Flagstaff-Pulliam AP    ,35.13,-111.67,11,11.2,-0.4,20,12
5,USA,Grand Canyon National Park AP ,35.95,-112.15,11.9,11.4,-0.3,21,4
5,USA,Kingman AWOS    ,35.27,-113.95,19.9,12.6,1,15,-33
5,USA,Luke AFB    ,33.55,-112.37,25,11.4,-0.1,18,12
5,USA,Page Muni AWOS   ,36.93,-111.45,18.5,13,1,12,-21
5,USA,Phoenix-Deer Valley AP   ,33.68,-112.08,24.7,11.5,0.2,21,1
5,USA,Phoenix-Sky Harbor Intl AP  ,33.45,-111.98,25.6,11.4,0.9,18,-22
5,USA,Prescott-Love Field    ,34.65,-112.42,16.2,11.2,-0.1,21,9
5,USA,Safford AWOS    ,32.82,-109.68,22.1,10.8,1.7,11,-6
5,USA,Scottsdale Muni AP   ,33.62,-111.92,24.9,11.7,0,20,7
5,USA,Show Low Muni AP  ,34.27,-110,15,10.3,0.7,15,-16
5,USA,Tucson Intl AP   ,32.13,-110.95,22.7,10.3,-0.1,19,7
5,USA,Winslow Muni AP   ,35.03,-110.72,16.3,12.4,-0.6,16,50
5,USA,Yuma Intl AP   ,32.67,-114.6,25.9,10,1.5,24,-29
5,USA,Yuma MCAS    ,32.65,-114.62,25.6,10,1.5,24,-24
5,USA,Alturas     ,41.5,-120.53,12.8,11.6,-2.1,18,40
5,USA,Arcata AP    ,40.98,-124.1,13.1,4.1,0.3,23,-6
5,USA,Bakersfield-Meadows Field    ,35.43,-119.05,21,10,1.1,22,-16
5,USA,Barstow Daggett AP   ,34.85,-116.8,21.7,11.3,1.2,17,-30
5,USA,Beale AFB    ,39.13,-121.43,19.2,10.8,1.9,19,-33
5,USA,Bishop AP    ,37.37,-118.35,17.2,11.7,-1.1,17,46
5,USA,Blue Canyon AP   ,39.3,-120.72,14.2,10.5,-0.6,29,1
5,USA,Blythe-Riverside County AP   ,33.62,-114.72,26.1,11.2,1.3,15,-29
5,USA,Burbank-Glendale-Passadena Bob Hope AP  ,34.2,-118.35,20.8,7,0.9,24,-9
5,USA,Camarillo AWOS    ,34.22,-119.08,18.5,5,0.3,23,15
5,USA,Camp Pendleton MCAS   ,33.3,-117.35,18.8,5.5,0.8,24,-24
5,USA,Carlsbad     ,33.13,-117.28,18.7,4.2,1,25,-41
5,USA,China Lake NAF   ,35.68,-117.68,20.9,12.1,0.9,15,-22
5,USA,Chino AP    ,33.97,-117.63,20.3,6.9,0.7,22,-30
5,USA,Chula Vista-Brown Field Muni AP ,32.58,-116.98,19.1,4.5,0.6,30,-36
5,USA,Concord-Buchanan Field    ,38,-122.05,17.5,7.6,1,24,13
5,USA,Crescent City-Jack McNamara Field  ,41.78,-124.23,13.3,4.1,0.2,23,7
5,USA,Edwards AFB    ,34.9,-117.87,18.4,10.7,-1.5,22,43
5,USA,Fairfield-Travis AFB    ,38.27,-121.93,17.7,8.6,1.4,16,-6
5,USA,Fresno Air Terminal   ,36.78,-119.72,20.5,10.8,1.1,19,-23
5,USA,Fullerton Muni AP   ,33.87,-117.98,20.8,6.4,-1,28,48
5,USA,Hawthorne-Jack Northrop Field   ,33.92,-118.33,19.6,4.5,0.1,30,0
5,USA,Hayward Air Terminal   ,37.67,-122.12,17.6,5.2,1.4,21,-7
5,USA,Imperial County AP   ,32.83,-115.58,25.7,10.5,1.1,18,-21
5,USA,Lancaster-Gen Wm Fox Field  ,34.73,-118.22,19.5,10.5,1.3,18,-19
5,USA,Lemoore NAS    ,36.33,-119.95,19.7,10.4,1,15,-23
5,USA,Livermore Muni AP   ,37.7,-121.82,17,7.5,1.2,18,-15
5,USA,Lompoc AWOS    ,34.67,-120.47,15.4,3.5,0.9,28,-8
5,USA,Long Beach-Daugherty Field   ,33.83,-118.17,20,5.4,0.8,26,-18
5,USA,Los Angeles Intl AP  ,33.93,-118.4,19.3,4.3,0.5,27,-20
5,USA,March AFB    ,33.9,-117.25,20.1,8.3,1.4,23,-33
5,USA,Merced-Macready Field    ,37.28,-120.52,19.7,9.2,0.9,13,-15
5,USA,Modesto Muni AP   ,37.63,-120.95,19.5,9.1,1.1,16,-11
5,USA,Montague-Siskiyou County AP   ,41.78,-122.47,14.8,10.9,-2,20,53
5,USA,Monterey NAF    ,36.6,-121.87,15.9,3.7,1.1,24,-5
5,USA,Mountain View-Moffett Field NAS  ,37.4,-122.05,17.5,5.7,1.7,27,-9
5,USA,Napa County AP   ,38.22,-122.28,16.2,6.3,0.6,15,-8
5,USA,Needles AP    ,34.77,-114.62,25.7,12,0.1,15,7
5,USA,Oakland Intl AP   ,37.72,-122.22,16.4,4.8,0.7,19,5
5,USA,Oxnard AP    ,34.2,-119.2,18.2,4.4,0.8,26,-4
5,USA,Palm Springs-Thermal AP   ,33.63,-116.17,25.3,11,0.9,17,-19
5,USA,Palm Springs Intl AP  ,33.83,-116.5,26.1,10.1,0.1,18,6
5,USA,Palmdale AP    ,34.63,-118.08,19.5,11.1,0.8,19,-27
5,USA,Paso Robles Muni AP  ,35.67,-120.63,18.1,7.5,0.9,17,-3
5,USA,Point Mugu NAS   ,34.12,-119.12,17.7,4.2,0.5,30,-10
5,USA,Porterville AWOS    ,36.03,-119.07,19.9,9.7,-0.7,20,43
5,USA,Red Bluff Muni AP  ,40.15,-122.25,19.2,11.3,-0.8,22,29
5,USA,Redding Muni AP   ,40.52,-122.32,19.3,10.6,-0.2,21,12
5,USA,Riverside Muni AP   ,33.95,-117.45,20.5,7,-0.9,24,49
5,USA,Sacramento Exec AP   ,38.5,-121.5,18.1,8.8,1.3,17,-19
5,USA,Sacramento Metro AP   ,38.7,-121.58,18.8,9.3,0.9,14,-4
5,USA,Salinas Muni AP   ,36.67,-121.6,16.2,4.8,0.1,27,9
5,USA,San Diego-Lindbergh Field   ,32.73,-117.17,20.1,4.7,1,28,-21
5,USA,San Diego-Miramar NAS   ,32.87,-117.13,19.3,5.8,1,32,-36
5,USA,San Diego-Montgomery Field   ,32.82,-117.13,19.5,5,1.5,29,-31
5,USA,San Diego-North Island NAS  ,32.7,-117.2,19.4,4.3,0.7,30,-21
5,USA,San Francisco Intl AP  ,37.62,-122.4,16.2,4,1.1,21,3
5,USA,San Jose Intl AP  ,37.37,-121.93,17.8,6.2,1.1,22,-4
5,USA,San Luis Obispo AP  ,35.23,-120.63,17,4.9,0.8,21,2
5,USA,Sandberg     ,34.75,-118.72,16.4,9,0,25,2
5,USA,Santa Ana-John Wayne AP  ,33.68,-117.87,20.1,4.7,0.9,23,-21
5,USA,Santa Barbara Muni AP  ,34.43,-119.85,17.7,5,1.2,20,-18
5,USA,Santa Maria Public AP  ,34.92,-120.47,16.2,4.5,0.3,24,7
5,USA,Santa Monica Muni AP  ,34.02,-118.45,19.4,4.5,0.5,32,-40
5,USA,Santa Rosa AWOS   ,38.52,-122.82,16.9,6.8,0.7,16,-14
5,USA,South Lake Tahoe-Lake Tahoe AP ,38.9,-120,10.2,10.7,-0.1,22,1
5,USA,Stockton Metro AP   ,37.9,-121.23,19,9,1.4,15,-13
5,USA,Truckee Tahoe AP   ,39.32,-120.13,10.4,10.4,-1.9,27,45
5,USA,Twentynine Palms    ,34.3,-116.17,23.1,11.6,1.3,18,-32
5,USA,Ukiah Muni AP   ,39.13,-123.2,17.7,8.6,1.3,19,-32
5,USA,Van Nuys AP   ,34.22,-118.48,21.1,6.7,0,22,16
5,USA,Visalia Muni AWOS   ,36.32,-119.4,19.3,11.5,1.8,13,-27
5,USA,Yuba County AP   ,39.1,-121.57,19.1,9.9,1.1,16,-22
5,USA,Akron-Washington County AP   ,40.17,-103.23,12.5,12.8,-0.2,18,9
5,USA,Alamosa Muni AP   ,37.43,-105.87,9.2,12.9,0.2,22,7
5,USA,Aspen-Pitkin County-Sardy Field   ,39.22,-106.87,7.4,11,-0.9,24,7
5,USA,Aurora-Buckley Field ANGB   ,39.72,-104.75,12.6,12.3,-1.8,20,40
5,USA,Boulder-Broomfield-Jefferson County AP   ,40.13,-105.24,12.9,12.3,1.1,19,-34
5,USA,Colorado Springs-Peterson Field   ,38.82,-104.72,12.2,12.1,0.2,19,9
5,USA,Cortez-Montezuma County AP   ,37.3,-108.63,13.4,12.6,0.1,14,9
5,USA,Craig Moffat AP   ,40.5,-107.53,7.3,12.5,-1.3,31,24
5,USA,Denver Intl AP   ,39.83,-104.65,13.5,12.5,-1.3,20,31
5,USA,Durango-La Plata County AP  ,37.15,-107.75,9.6,12.6,-0.5,27,48
5,USA,Eagle County Rgnl AP  ,39.65,-106.92,8.4,12.4,-0.2,25,12
5,USA,Fort Collins AWOS   ,40.45,-105.02,11.4,12.9,-0.2,17,7
5,USA,Golden-NREL     ,39.74,-105.18,11.3,10.9,-0.5,26,5
5,USA,Grand Junction-Walker Field   ,39.13,-108.53,14.7,13.7,1.1,17,-20
5,USA,Greeley-Weld County AWOS   ,40.43,-104.63,11.5,12.9,-1.4,20,44
5,USA,Gunnison County AWOS   ,38.53,-106.93,7.1,11.7,-0.8,25,27
5,USA,Hayden-Yampa AWOS    ,40.48,-107.22,7.7,12.3,-1.3,30,26
5,USA,La Junta Muni AP  ,38.05,-103.53,14.8,13.6,0,18,7
5,USA,Lamar Muni AP   ,38.07,-102.68,14.3,13.8,-1.7,20,40
5,USA,Leadville-Lake County AP   ,39.22,-106.32,4.3,9.1,-1.5,32,37
5,USA,Limon Muni AP   ,39.18,-103.72,11.4,12.3,-1.6,19,45
5,USA,Montrose County AP   ,38.5,-107.9,11.8,12.7,0.8,23,-14
5,USA,Pueblo Mem AP   ,38.28,-104.5,14.4,12.9,0.9,17,-13
5,USA,Rifle-Garfield County Rgnl AP  ,39.53,-107.72,11.8,12.7,1.6,19,-8
5,USA,Trinidad-Las Animas County AP  ,37.27,-104.33,14.2,11.8,0.9,21,-28
5,USA,Bridgeport-Sikorsky Mem AP   ,41.18,-73.15,12.3,11.5,0.4,31,39
5,USA,Danbury Muni AP   ,41.37,-73.48,11.4,11.1,-1.5,30,-26
5,USA,Groton-New London AP   ,41.33,-72.05,11.6,9.9,0.9,31,-10
5,USA,Hartford-Bradley Intl AP   ,41.93,-72.68,11.3,12.6,0.1,25,1
5,USA,Hartford-Brainard Field    ,41.73,-72.65,12.1,11.5,-0.1,27,-3
5,USA,New Haven-Tweed AP   ,41.27,-72.88,12.3,10.8,0.1,30,10
5,USA,Oxford AWOS    ,41.48,-73.13,11,11.9,-0.5,32,-3
5,USA,Dover AFB    ,39.13,-75.47,13.6,11.3,-0.3,27,7
5,USA,Wilmington-New Castle County AP  ,39.67,-75.6,13.5,12,0.6,22,2
5,USA,Crestview-Bob Sikes AP   ,30.78,-86.52,20.2,7.8,0.7,27,-1
5,USA,Daytona Beach Intl AP  ,29.18,-81.07,22.1,6.3,0.8,24,9
5,USA,Fort Lauderdale Executive AP  ,26.2,-80.17,24.7,4.2,0.6,24,13
5,USA,Fort Lauderdale Intl AP  ,26.07,-80.15,25.4,4.4,0.5,22,10
5,USA,Fort Myers-Page Field   ,26.58,-81.87,24.6,4.8,0.9,27,26
5,USA,Fort Pierce-St Lucie County AP ,27.48,-80.37,22.5,5.4,0.7,24,1
5,USA,Fort Walton Beach-Hurlburt Field  ,30.42,-86.68,20.3,9,0.8,20,18
5,USA,Gainesville Rgnl AP   ,29.7,-82.28,21,7.3,1.3,19,-3
5,USA,Homestead AFB    ,25.48,-80.38,24.7,5.4,1.1,26,14
5,USA,Jacksonville-Craig Field    ,30.33,-81.52,21.3,6.7,0.1,21,6
5,USA,Jacksonville Intl AP   ,30.5,-81.7,20.7,7.5,0.6,22,5
5,USA,Jacksonville NAS    ,30.23,-81.67,22.1,7.2,1.2,15,0
5,USA,Key West Intl AP  ,24.55,-81.75,26.2,4.3,0.6,30,14
5,USA,Key West NAS   ,24.58,-81.68,26.2,4.5,0.7,28,11
5,USA,Lakeland Linder Rgnl AP  ,27.98,-82.02,22.6,7.1,1.2,22,15
5,USA,MacDill AFB    ,27.85,-82.52,22.9,7.1,1.1,24,28
5,USA,Marathon AP    ,24.73,-81.05,26.9,4.5,0.9,25,8
5,USA,Mayport NS    ,30.4,-81.42,21.8,7,1,24,12
5,USA,Melbourne Rgnl AP   ,28.12,-80.65,23.4,4.9,0.9,23,-1
5,USA,Miami-Kendall-Tamiami Executive AP   ,25.65,-80.43,24,4.5,0.4,24,6
5,USA,Miami-Opa Locka AP   ,25.9,-80.28,24.8,4.8,0.5,34,3
5,USA,Miami Intl AP   ,25.82,-80.3,25.1,4.3,0.7,30,12
5,USA,Naples Muni AP   ,26.15,-81.77,23.8,5,0.6,24,7
5,USA,NASA Shuttle Landing Facility  ,28.62,-80.72,22.6,6.3,0.9,30,26
5,USA,Ocala Muni AWOS   ,29.17,-82.22,21.7,7.1,1.6,17,-8
5,USA,Orlando-Sanford AP    ,28.78,-81.25,22.6,6.4,-0.1,26,-1
5,USA,Orlando Executive AP   ,28.55,-81.33,23.2,6.4,1.8,22,6
5,USA,Orlando Intl AP   ,28.43,-81.33,22.7,5.7,0.8,25,8
